,Unnamed: 0,price,bedrooms,bathrooms,sqft_living,sqft_lot,waterfront,condition,grade,sqft_above,lat,long,basement,renovated,floor_1.5,floor_2.0,floor_2.5,floor_3.0,floor_3.5
12160,12595,589500.0,4.0,2.5,2630,6326,0.0,3,9,2630,47.5222,-121.874,0,0,0,1,0,0,0
12163,12598,190000.0,3.0,1.0,1200,10458,0.0,4,6,1200,47.3262,-122.342,0,0,0,0,0,0,0
12164,12599,456200.0,2.0,2.0,1210,7733,0.0,3,6,1210,47.7148,-122.282,0,0,0,0,0,0,0
12165,12600,225000.0,3.0,1.0,1290,8470,0.0,4,7,970,47.3054,-122.371,1,0,0,0,0,0,0
12167,12602,740000.0,4.0,2.5,3360,15091,0.0,3,9,3360,47.6649,-122.135,0,0,0,1,0,0,0
12168,12603,467000.0,3.0,2.0,2660,5511,0.0,3,8,1330,47.5575,-122.3,1,0,0,0,0,0,0
12169,12604,385000.0,2.0,1.0,770,7554,0.0,3,6,770,47.7057,-122.36,0,0,0,0,0,0,0
12170,12605,670000.0,3.0,2.5,1800,4763,0.0,3,7,1240,47.646,-122.362,1,0,0,1,0,0,0
12171,12606,500000.0,4.0,2.5,2900,5760,0.0,4,8,1660,47.55,-122.272,1,0,0,0,0,0,0
12172,12608,669888.0,4.0,3.0,2550,7591,0.0,3,9,2550,47.5302,-122.147,0,0,0,1,0,0,0
12173,12609,405000.0,3.0,3.0,1310,7300,0.0,3,7,1310,47.6016,-122.123,0,0,0,0,0,0,0
12174,12610,518000.0,3.0,1.5,1430,8000,0.0,4,7,1430,47.5874,-122.136,0,0,0,0,0,0,0
12175,12611,280000.0,4.0,1.0,1880,6288,0.0,3,7,1120,47.5101,-122.259,1,0,0,0,0,0,0
12176,12612,435000.0,3.0,2.5,1600,2375,0.0,3,7,1600,47.5531,-121.996,0,0,0,1,0,0,0
12177,12613,314950.0,3.0,2.0,1760,9732,0.0,3,7,1760,47.1923,-122.014,0,0,0,0,0,0,0
12178,12614,209900.0,2.0,2.0,1180,3003,0.0,3,6,1180,47.3491,-122.02,0,0,0,1,0,0,0
12180,12616,442000.0,4.0,1.5,1960,12688,0.0,4,7,1960,47.6304,-122.097,0,0,1,0,0,0,0
12181,12618,230000.0,3.0,2.0,1400,6956,0.0,4,7,1400,47.4233,-122.198,0,0,0,0,0,0,0
12187,12624,585000.0,3.0,3.5,3050,12700,0.0,3,8,2240,47.7445,-122.214,1,0,0,1,0,0,0
12188,12625,800000.0,4.0,2.5,2010,7200,0.0,4,8,1010,47.5591,-122.267,1,0,0,0,0,0,0
12190,12627,475000.0,3.0,1.0,1270,8000,0.0,4,6,1270,47.6175,-122.118,0,0,0,0,0,0,0
12191,12628,520000.0,3.0,2.0,1670,8800,0.0,4,7,1150,47.6096,-122.132,1,0,0,0,0,0,0
12192,12629,515000.0,4.0,2.5,1800,4338,0.0,3,8,1800,47.5962,-122.015,0,0,0,1,0,0,0
12193,12630,577500.0,2.0,1.0,1640,5515,0.0,4,7,940,47.6912,-122.334,1,0,0,0,0,0,0
12194,12631,269900.0,3.0,2.5,1740,9672,0.0,4,7,1110,47.4149,-122.181,1,0,0,0,0,0,0
12195,12632,329000.0,3.0,1.0,1600,5952,0.0,4,7,1150,47.5292,-122.362,1,0,0,0,0,0,0
12196,12633,458500.0,3.0,1.5,1280,1920,0.0,3,7,1280,47.6117,-122.301,0,1,1,0,0,0,0
12197,12634,890000.0,4.0,2.0,1480,11171,0.0,4,6,1480,47.5849,-122.051,0,0,1,0,0,0,0
12198,12635,361500.0,4.0,2.5,1980,7334,0.0,3,7,1980,47.3528,-122.041,0,0,0,1,0,0,0
12200,12637,325000.0,2.0,1.0,900,8374,0.0,3,7,900,47.7282,-122.225,0,0,0,0,0,0,0
12202,12639,945000.0,4.0,2.0,2840,13367,0.0,3,7,1420,47.6237,-122.21,1,0,0,0,0,0,0
12203,12640,370000.0,3.0,2.5,2490,4244,0.0,3,9,2490,47.3705,-122.131,0,0,0,1,0,0,0
12204,12641,450000.0,2.0,2.0,1510,4908,0.0,3,8,1510,47.7196,-122.024,0,0,0,0,0,0,0
12206,12643,676000.0,3.0,2.5,2240,3825,0.0,3,7,2240,47.6786,-122.389,0,0,0,1,0,0,0
12208,12645,290000.0,3.0,2.0,1460,7980,0.0,3,7,1460,47.7713,-122.265,0,0,0,0,0,0,0
12209,12646,158000.0,3.0,1.5,990,8925,0.0,4,7,990,47.3294,-122.331,0,0,0,0,0,0,0
12210,12647,379950.0,4.0,2.0,1970,9389,0.0,5,7,1140,47.7771,-122.339,1,0,0,0,0,0,0
12211,12648,583000.0,4.0,2.5,2660,4000,0.0,3,8,2660,47.6876,-122.038,0,0,0,1,0,0,0
12212,12649,150000.0,2.0,1.0,870,5700,0.0,4,6,870,47.49800000000001,-122.17,0,0,0,0,0,0,0
12213,12650,261500.0,3.0,2.5,1740,6992,0.0,3,7,1740,47.3574,-122.158,0,0,0,1,0,0,0
12214,12651,278000.0,4.0,2.5,2290,3777,0.0,3,7,2290,47.3617,-122.308,0,0,0,1,0,0,0
12215,12652,555000.0,4.0,3.0,2170,7140,0.0,3,8,1290,47.691,-122.113,1,0,0,0,0,0,0
12216,12653,355000.0,3.0,2.0,2040,8173,0.0,3,7,1470,47.7439,-122.333,1,0,0,0,0,0,0
12217,12654,375000.0,4.0,1.5,1770,6650,0.0,3,7,1770,47.6011,-122.124,0,0,0,0,0,0,0
12221,12658,686500.0,2.0,2.0,1390,5025,0.0,4,8,1390,47.6701,-122.288,0,0,1,0,0,0,0
12223,12660,425000.0,2.0,1.0,1430,13300,0.0,3,6,1230,47.6996,-122.203,1,0,1,0,0,0,0
12224,12661,562500.0,3.0,2.5,2030,7549,0.0,3,8,2030,47.6187,-122.044,0,0,0,0,0,0,0
12225,12662,345000.0,4.0,2.5,2390,6976,0.0,3,7,2390,47.4807,-122.182,0,0,0,1,0,0,0
12226,12663,627500.0,4.0,2.5,2540,11500,0.0,4,8,1640,47.5609,-122.15,1,0,0,0,0,0,0
12228,12665,335000.0,3.0,2.5,1870,5876,0.0,3,7,1870,47.3779,-122.045,0,0,0,1,0,0,0
12229,12666,350000.0,4.0,3.0,1780,4228,0.0,3,7,1780,47.5488,-122.287,0,0,0,0,0,0,0
12231,12668,252000.0,3.0,2.0,1420,6788,0.0,3,7,1420,47.2887,-122.351,0,0,0,1,0,0,0
12233,12670,705000.0,4.0,2.0,1820,5001,0.0,3,7,1820,47.6438,-122.373,0,0,0,1,0,0,0
12234,12671,498000.0,3.0,2.0,1620,8400,0.0,3,7,1180,47.6574,-122.128,1,0,0,0,0,0,0
12235,12672,312500.0,2.0,1.0,870,7227,0.0,3,7,870,47.7288,-122.331,0,0,0,0,0,0,0
12236,12673,260000.0,4.0,2.0,1830,5375,0.0,2,7,1060,47.4169,-122.316,1,0,0,0,0,0,0
12237,12674,209950.0,3.0,1.5,2290,9600,0.0,4,7,2290,47.3643,-122.111,0,0,0,0,0,0,0
12238,12675,610000.0,3.0,2.0,1110,10402,0.0,4,7,1110,47.5676,-122.177,0,0,0,0,0,0,0
12239,12676,500000.0,4.0,1.0,1440,7100,0.0,3,7,1440,47.6725,-122.396,0,0,1,0,0,0,0
12240,12677,850000.0,3.0,3.5,3070,7050,0.0,3,8,1570,47.7076,-122.276,1,1,0,0,0,0,0
12241,12678,689000.0,4.0,2.5,2440,11700,0.0,5,8,1480,47.5606,-122.184,1,0,0,0,0,0,0
12242,12679,470000.0,4.0,2.0,2410,4680,0.0,3,9,2410,47.6234,-122.113,0,0,0,1,0,0,0
12243,12680,640000.0,3.0,3.0,2270,5175,0.0,3,9,2130,47.51600000000001,-122.203,1,0,0,1,0,0,0
12244,12681,290000.0,4.0,2.0,2340,7200,0.0,3,8,1590,47.497,-122.369,1,0,0,0,0,0,0
12245,12682,258500.0,3.0,2.5,1800,9000,0.0,3,7,1800,47.3186,-122.331,0,0,0,1,0,0,0
12248,12685,230000.0,3.0,1.0,1190,9083,0.0,3,7,1190,47.4116,-122.293,0,0,0,0,0,0,0
12249,12686,252000.0,3.0,1.5,1400,6865,0.0,4,7,1400,47.3639,-122.048,0,0,0,0,0,0,0
12250,12687,515000.0,3.0,2.5,2600,4506,0.0,3,8,2600,47.7353,-122.222,0,0,0,1,0,0,0
12251,12688,425000.0,2.0,1.0,910,4635,0.0,4,6,910,47.675,-122.393,0,0,0,0,0,0,0
12252,12689,575000.0,3.0,2.5,1760,2320,0.0,3,8,1760,47.5723,-122.376,0,0,0,1,0,0,0
12253,12690,390000.0,2.0,1.0,860,5160,0.0,4,7,860,47.6823,-122.388,0,0,0,0,0,0,0
12254,12691,561500.0,4.0,2.5,2310,9800,0.0,3,8,1780,47.6657,-122.178,1,0,0,0,0,0,0
12256,12693,835000.0,5.0,3.0,2460,7830,0.0,5,9,1490,47.6938,-122.31,1,0,0,0,0,0,0
12257,12694,245000.0,2.0,1.0,1020,15000,0.0,3,6,1020,47.4956,-122.321,0,0,1,0,0,0,0
12258,12695,475200.0,3.0,2.5,1670,3980,0.0,3,8,1670,47.5317,-122.047,0,0,0,1,0,0,0
12259,12696,425000.0,2.0,1.0,790,5024,0.0,4,7,790,47.6833,-122.395,0,0,0,0,0,0,0
12260,12697,218000.0,2.0,1.5,2010,7755,0.0,3,7,2010,47.4947,-122.233,0,0,0,1,0,0,0
12261,12698,600000.0,4.0,2.5,2600,6536,0.0,3,9,2600,47.5232,-122.191,0,0,0,1,0,0,0
12262,12699,545000.0,4.0,2.5,1890,7210,0.0,3,8,1890,47.6342,-122.117,0,0,0,0,0,0,0
12264,12701,460000.0,5.0,3.0,2008,5050,0.0,3,7,1216,47.5376,-122.292,1,0,0,0,0,0,0
12265,12702,425000.0,2.0,1.0,880,6413,0.0,3,7,880,47.573,-122.395,0,0,0,0,0,0,0
12266,12703,455000.0,3.0,2.0,1700,8360,0.0,4,7,850,47.5766,-122.147,1,0,0,0,0,0,0
12267,12704,313100.0,3.0,2.0,1730,12821,0.0,3,8,1730,47.353,-122.272,0,0,0,0,0,0,0
12269,12706,345500.0,4.0,2.5,2160,9682,0.0,3,8,2160,47.4106,-122.204,0,0,0,1,0,0,0
12270,12707,243000.0,3.0,2.0,1200,8034,0.0,5,7,1200,47.4135,-122.18,0,0,0,0,0,0,0
12272,12709,325000.0,3.0,1.5,1320,7560,0.0,3,6,840,47.7451,-121.98,1,0,0,0,0,0,0
12273,12710,281000.0,2.0,1.0,1280,12500,0.0,3,7,1060,47.4833,-122.237,1,0,0,0,0,0,0
12274,12711,130000.0,3.0,1.0,1100,5100,0.0,4,7,1100,47.5231,-122.332,0,0,0,0,0,0,0
12275,12712,340000.0,3.0,2.5,2170,9798,0.0,3,7,2170,47.3817,-122.023,0,0,0,1,0,0,0
12277,12714,642860.0,4.0,3.0,2520,6398,0.0,3,8,2520,47.7685,-122.159,0,0,0,1,0,0,0
12278,12715,747000.0,3.0,2.0,2560,4800,0.0,3,7,1280,47.6207,-122.295,1,0,0,0,0,0,0
12279,12716,559950.0,4.0,2.5,2650,7200,0.0,3,8,2250,47.7317,-122.354,1,0,0,1,0,0,0
12280,12717,577288.0,4.0,3.0,2870,7200,0.0,3,9,2870,47.5688,-122.317,0,0,0,1,0,0,0
12281,12718,575000.0,2.0,1.0,1230,2726,0.0,3,7,880,47.6815,-122.359,1,0,1,0,0,0,0
12282,12719,287000.0,3.0,1.0,1450,6000,0.0,4,7,1450,47.5238,-122.287,0,0,0,0,0,0,0
12284,12721,335000.0,2.0,1.0,1800,8900,0.0,3,6,900,47.51,-122.323,1,0,0,0,0,0,0
12285,12722,375000.0,4.0,2.5,2020,12500,0.0,2,8,2020,47.5403,-122.175,0,0,0,1,0,0,0
12286,12723,325000.0,2.0,1.0,620,14823,0.0,3,6,620,47.7322,-122.3,0,0,0,0,0,0,0
12288,12725,287000.0,4.0,2.5,1980,7081,0.0,3,7,1470,47.3669,-122.288,1,0,0,0,0,0,0
12289,12726,320000.0,5.0,3.0,2970,7000,0.0,3,8,1810,47.3079,-122.341,1,0,0,0,0,0,0
12290,12727,425000.0,4.0,2.5,2270,4400,0.0,3,7,2270,47.5381,-121.888,0,0,0,1,0,0,0
12291,12728,550000.0,3.0,1.0,1630,6009,0.0,4,8,1630,47.69300000000001,-122.383,0,0,0,0,0,0,0
12292,12729,135000.0,3.0,1.0,1520,8450,0.0,2,6,1120,47.328,-122.337,1,0,0,0,0,0,0
12293,12730,695000.0,3.0,2.0,2080,5687,0.0,4,8,2080,47.5776,-122.289,0,0,1,0,0,0,0
12294,12731,975000.0,5.0,2.5,3020,9648,0.0,4,9,1980,47.5586,-122.134,1,0,0,0,0,0,0
12296,12733,518000.0,4.0,2.0,1780,8768,0.0,4,7,1050,47.7085,-122.283,1,0,0,0,0,0,0
12297,12734,335500.0,3.0,1.0,1370,6780,0.0,3,6,1370,47.7156,-122.291,0,0,0,1,0,0,0
12298,12735,750000.0,4.0,3.5,3050,7020,0.0,3,9,2050,47.57100000000001,-122.374,1,0,0,1,0,0,0
12299,12736,515000.0,3.0,2.0,1490,12000,0.0,4,7,1490,47.569,-122.175,0,0,0,0,0,0,0
12300,12737,344500.0,4.0,3.0,1800,5453,0.0,3,7,1050,47.4632,-122.209,1,0,0,0,0,0,0
12301,12738,470000.0,3.0,1.5,1760,6723,0.0,3,7,1160,47.5514,-122.266,1,0,0,0,0,0,0
12302,12739,606150.0,4.0,2.0,1770,9848,0.0,3,8,1370,47.6208,-122.099,1,0,0,0,0,0,0
12303,12740,292000.0,4.0,3.0,2910,7712,0.0,3,7,1600,47.2842,-122.198,1,0,0,0,0,0,0
12305,12742,429000.0,3.0,2.0,2520,5043,0.0,3,8,1260,47.5339,-122.372,1,0,0,0,0,0,0
12308,12745,505000.0,4.0,2.5,3170,5340,0.0,3,7,3170,47.4911,-122.138,0,0,0,1,0,0,0
12309,12746,544950.0,3.0,2.0,1830,7371,0.0,3,7,1830,47.6059,-122.121,0,0,0,0,0,0,0
12310,12747,382000.0,3.0,2.0,1360,4840,0.0,3,8,1360,47.5487,-122.376,0,0,1,0,0,0,0
12312,12749,355000.0,3.0,1.5,1370,4790,0.0,4,7,1370,47.7253,-122.164,0,0,0,1,0,0,0
12313,12750,410000.0,4.0,2.5,1700,9000,0.0,5,7,1700,47.7306,-122.233,0,0,0,0,0,0,0
12315,12753,529100.0,2.0,1.0,1290,6528,0.0,4,7,1290,47.694,-122.29,0,0,1,0,0,0,0
12316,12754,452500.0,4.0,2.5,2460,6454,0.0,3,7,2460,47.5381,-121.89,0,0,0,1,0,0,0
12317,12755,245000.0,4.0,2.0,1580,8000,0.0,3,7,1040,47.3467,-122.304,1,0,0,0,0,0,0
12319,12757,610000.0,4.0,2.5,2410,15899,0.0,3,9,2410,47.6242,-122.04,0,0,0,1,0,0,0
12320,12758,363500.0,4.0,2.0,2180,9702,0.0,5,7,1090,47.4973,-122.268,1,0,0,0,0,0,0
12321,12759,510000.0,3.0,3.0,1950,12630,0.0,4,8,1230,47.6301,-122.107,0,0,0,0,0,0,0
12323,12761,290000.0,4.0,2.5,2050,9015,0.0,4,7,2050,47.4357,-122.168,0,0,0,1,0,0,0
12324,12762,170000.0,3.0,1.0,790,6750,0.0,2,6,790,47.4984,-122.24,0,0,0,0,0,0,0
12325,12763,510000.0,2.0,1.0,1070,5280,0.0,3,6,1070,47.6168,-122.303,0,0,0,0,0,0,0
12327,12765,316000.0,4.0,2.5,2320,7379,0.0,3,8,2320,47.3432,-122.316,0,0,0,1,0,0,0
12328,12766,690000.0,4.0,2.5,2670,13463,0.0,4,9,2670,47.5627,-122.018,0,0,0,1,0,0,0
12330,12768,207000.0,3.0,1.0,860,7740,0.0,3,6,860,47.4906,-122.244,0,0,0,0,0,0,0
12331,12769,449950.0,4.0,2.5,3490,8400,0.0,4,8,3490,47.4513,-122.128,0,0,1,0,0,0,0
12334,12772,537000.0,3.0,2.0,1550,10050,0.0,5,7,1550,47.6345,-122.123,0,0,0,0,0,0,0
12335,12773,838400.0,4.0,2.5,2620,9525,0.0,4,9,2620,47.5631,-122.219,0,0,0,0,1,0,0
12336,12774,225000.0,2.0,1.0,720,4758,0.0,3,6,720,47.5176,-122.376,0,0,0,0,0,0,0
12337,12775,329900.0,3.0,2.0,1380,5198,0.0,4,7,1380,47.5514,-122.357,0,0,0,0,0,0,0
12339,12777,229950.0,3.0,2.0,1170,11960,0.0,4,7,1170,47.3279,-122.136,0,0,0,0,0,0,0
12340,12778,500000.0,2.0,1.0,1630,12059,0.0,3,7,1270,47.7228,-122.314,1,0,0,0,0,0,0
12341,12779,495000.0,3.0,2.0,1890,6557,0.0,3,8,1890,47.7032,-122.286,0,0,0,0,0,0,0
12342,12780,149500.0,3.0,1.0,1010,9450,0.0,4,7,1010,47.3592,-122.315,0,0,0,0,0,0,0
12343,12781,726000.0,3.0,2.5,2040,10033,0.0,4,8,1420,47.6375,-122.173,1,0,0,0,0,0,0
12345,12783,317000.0,3.0,1.0,1270,8925,0.0,5,7,1270,47.5124,-122.165,0,0,0,0,0,0,0
12347,12785,360000.0,4.0,3.0,2580,6740,0.0,3,8,2580,47.4296,-122.185,0,0,0,1,0,0,0
12348,12786,570000.0,4.0,2.5,2290,6738,0.0,3,8,2290,47.5714,-122.005,0,0,0,1,0,0,0
12349,12787,320000.0,4.0,2.5,3490,5000,0.0,3,8,3490,47.3772,-122.127,0,0,0,1,0,0,0
12351,12789,268000.0,5.0,2.5,2400,4564,0.0,3,7,2400,47.369,-122.126,0,0,0,1,0,0,0
12352,12790,191000.0,2.0,1.0,900,3400,0.0,5,6,900,47.5269,-122.314,0,0,0,0,0,0,0
12353,12791,400000.0,2.0,1.0,1270,7440,0.0,4,7,910,47.5285,-122.372,1,0,0,0,0,0,0
12354,12792,515000.0,2.0,1.0,1050,5000,0.0,5,7,1050,47.6699,-122.369,0,0,0,0,0,0,0
12355,12793,610000.0,4.0,2.5,2950,9010,0.0,3,9,2950,47.53100000000001,-121.86,0,0,0,1,0,0,0
12356,12794,538000.0,2.0,2.0,1850,3060,0.0,3,7,1060,47.6821,-122.308,1,1,0,0,0,0,0
12357,12796,335000.0,4.0,2.5,2400,8592,0.0,3,8,2400,47.4383,-122.193,0,0,0,1,0,0,0
12358,12797,302000.0,5.0,2.0,2360,8642,0.0,5,7,2060,47.7617,-122.335,1,0,1,0,0,0,0
12359,12798,787500.0,4.0,2.0,1580,9382,0.0,3,7,1080,47.6353,-122.232,1,0,0,0,0,0,0
12360,12799,420000.0,3.0,1.0,1790,7055,0.0,5,8,1520,47.718,-122.355,1,0,0,0,0,0,0
12362,12801,535000.0,3.0,2.5,1970,6634,0.0,3,8,1970,47.5759,-122.012,0,0,0,1,0,0,0
12363,12802,310000.0,3.0,2.5,1780,6771,0.0,3,7,1230,47.5237,-122.353,1,0,0,0,0,0,0
12365,12804,242500.0,3.0,2.0,1550,1905,0.0,3,7,1550,47.4331,-122.195,0,0,0,1,0,0,0
12367,12806,235000.0,3.0,1.0,1270,7153,0.0,5,6,1270,47.4815,-122.226,0,0,0,0,0,0,0
12368,12807,598780.0,4.0,2.5,3040,12160,0.0,4,7,1520,47.5911,-122.133,1,0,0,0,0,0,0
12370,12809,343000.0,2.0,1.0,1110,9920,0.0,5,6,700,47.5454,-122.192,1,0,0,0,0,0,0
12371,12810,145000.0,2.0,1.0,800,8125,0.0,3,6,800,47.6836,-122.174,0,0,0,0,0,0,0
12373,12812,599950.0,3.0,1.0,1680,7910,0.0,3,7,1680,47.5085,-122.385,0,0,0,0,0,0,0
12375,12814,870000.0,4.0,2.0,2780,11000,0.0,3,9,1560,47.595,-122.203,1,0,0,0,0,0,0
12376,12815,323000.0,4.0,3.0,2000,9083,0.0,4,7,2000,47.3511,-122.058,0,0,0,1,0,0,0
12377,12816,727000.0,4.0,3.0,3150,9703,0.0,3,9,3150,47.5962,-122.018,0,0,0,1,0,0,0
12379,12818,450000.0,4.0,2.0,1740,12204,0.0,3,7,1270,47.7675,-122.277,1,0,0,0,0,0,0
12382,12822,229000.0,2.0,1.0,1190,7408,0.0,3,6,830,47.5094,-122.31,1,0,0,0,0,0,0
12384,12824,930000.0,3.0,3.5,2950,4446,0.0,3,9,2450,47.5852,-122.391,1,0,0,1,0,0,0
12385,12825,542000.0,3.0,2.5,1990,15985,0.0,3,8,1540,47.6205,-122.141,1,0,0,0,0,0,0
12386,12826,214000.0,3.0,1.0,1020,9147,0.0,4,6,1020,47.3127,-122.002,0,1,0,0,0,0,0
12387,12827,718000.0,3.0,2.5,2070,7200,0.0,3,8,2070,47.6946,-122.211,0,0,0,1,0,0,0
12388,12828,349000.0,3.0,2.5,1430,1002,0.0,3,8,1430,47.698,-122.349,0,0,0,0,0,1,0
12389,12829,305000.0,3.0,2.5,2030,8000,0.0,3,7,2030,47.4024,-122.216,0,0,0,1,0,0,0
12390,12830,498000.0,3.0,2.5,1620,2640,0.0,4,7,1620,47.6036,-122.305,0,1,0,1,0,0,0
12392,12832,737000.0,3.0,2.5,2300,7800,0.0,3,9,2300,47.6842,-122.155,0,0,0,1,0,0,0
12395,12835,249000.0,3.0,2.5,1440,7673,0.0,3,7,940,47.4034,-122.178,1,0,0,0,0,0,0
12396,12836,370000.0,2.0,1.0,910,5525,0.0,2,6,910,47.5322,-122.379,0,0,0,0,0,0,0
12397,12837,725000.0,3.0,2.0,1550,12262,0.0,4,7,1550,47.5755,-122.216,0,0,0,0,0,0,0
12399,12839,310000.0,4.0,3.0,2060,8100,0.0,4,7,1310,47.3581,-122.317,1,0,0,0,0,0,0
12400,12840,315000.0,4.0,2.5,1880,9163,0.0,3,8,1880,47.4362,-122.165,0,0,0,1,0,0,0
12402,12842,435000.0,3.0,2.0,2360,12744,0.0,5,7,2360,47.483,-122.164,0,0,0,1,0,0,0
12403,12843,350000.0,3.0,2.0,1970,10800,0.0,4,7,1300,47.5107,-122.172,1,0,0,0,0,0,0
12404,12844,240000.0,3.0,1.0,1040,7800,0.0,3,7,1040,47.4804,-122.229,0,0,0,0,0,0,0
12405,12845,410000.0,3.0,2.5,1420,3750,0.0,3,7,1420,47.5725,-122.383,0,0,0,1,0,0,0
12406,12846,430000.0,4.0,3.0,2290,5249,0.0,3,7,2290,47.4916,-122.162,0,0,0,1,0,0,0
12407,12847,446000.0,4.0,2.5,1530,8375,0.0,3,7,1020,47.7174,-122.236,1,0,0,0,0,0,0
12408,12848,240000.0,3.0,1.5,1360,9760,0.0,5,7,1360,47.4648,-121.757,0,0,1,0,0,0,0
12410,12850,215150.0,3.0,1.0,920,4770,0.0,4,6,920,47.3654,-122.082,0,0,0,0,0,0,0
12411,12851,319950.0,2.0,1.0,1070,5824,0.0,5,7,1070,47.507,-122.242,0,0,0,0,0,0,0
12412,12852,385000.0,3.0,2.0,1590,9912,0.0,3,8,1590,47.3731,-122.43,0,0,0,1,0,0,0
12413,12853,280000.0,3.0,2.5,1600,6700,0.0,3,8,1600,47.3618,-122.074,0,0,0,1,0,0,0
12414,12854,399950.0,3.0,2.5,1510,7300,0.0,3,7,1040,47.7153,-122.211,1,0,0,0,0,0,0
12415,12855,132500.0,3.0,1.0,1080,10500,0.0,3,7,1080,47.32,-122.278,0,0,0,0,0,0,0
12416,12856,399950.0,2.0,1.0,1330,2856,0.0,4,7,930,47.5671,-122.37,1,0,0,0,0,0,0
12417,12857,290000.0,2.0,1.0,850,6800,0.0,3,7,850,47.7282,-122.337,0,0,0,0,0,0,0
12418,12858,860000.0,5.0,2.5,1960,8592,0.0,4,8,1290,47.6066,-122.192,1,0,0,0,0,0,0
12420,12860,245000.0,4.0,1.0,1530,7200,0.0,3,7,1400,47.5015,-122.262,1,0,1,0,0,0,0
12421,12861,255000.0,3.0,1.5,1320,7980,0.0,3,7,1320,47.5068,-122.259,0,0,0,0,0,0,0
12422,12862,310000.0,4.0,3.0,2320,7200,0.0,3,7,2320,47.7703,-122.312,0,0,0,1,0,0,0
12423,12863,299000.0,3.0,1.0,960,8100,0.0,3,7,960,47.7763,-122.305,0,0,0,0,0,0,0
12424,12864,575000.0,4.0,2.5,2040,5508,0.0,4,8,2040,47.5719,-122.007,0,0,0,1,0,0,0
12425,12865,284000.0,3.0,1.0,1080,8214,0.0,3,7,1080,47.7401,-122.348,0,0,0,0,0,0,0
12426,12866,840000.0,3.0,2.0,2020,4800,0.0,4,8,1090,47.6726,-122.294,1,0,0,0,0,0,0
12427,12867,442573.0,3.0,2.0,1780,7567,0.0,3,7,1290,47.7314,-122.225,1,0,0,0,0,0,0
12428,12868,560000.0,3.0,1.0,1140,7028,0.0,3,8,1140,47.6948,-122.322,0,0,0,0,0,0,0
12429,12869,485000.0,3.0,2.0,1610,4160,0.0,4,7,1010,47.5421,-122.388,1,0,0,0,0,0,0
12430,12870,472500.0,4.0,2.0,1440,8536,0.0,4,7,1440,47.6775,-122.18,0,0,0,0,0,0,0
12434,12874,340000.0,3.0,2.5,2240,6000,0.0,3,8,2240,47.4837,-122.138,0,0,0,1,0,0,0
12435,12875,380000.0,2.0,1.0,760,4000,0.0,3,6,760,47.5462,-122.32,0,0,1,0,0,0,0
12436,12876,235000.0,3.0,1.0,1020,6173,0.0,3,6,780,47.5042,-122.329,1,0,0,0,0,0,0
12437,12877,400000.0,3.0,1.5,1330,9900,0.0,3,7,1330,47.7167,-122.233,0,0,0,0,0,0,0
12438,12878,582000.0,5.0,2.5,2780,12335,0.0,4,8,1590,47.5681,-122.128,1,0,0,0,0,0,0
12439,12879,209000.0,2.0,1.0,1070,6120,0.0,3,6,1070,47.4989,-122.317,0,0,0,0,0,0,0
12440,12880,335000.0,5.0,3.0,2660,7700,0.0,4,7,1670,47.46,-122.174,1,0,1,0,0,0,0
12441,12881,285950.0,2.0,1.0,710,7120,0.0,5,6,710,47.5122,-122.374,0,0,0,0,0,0,0
12443,12883,312000.0,2.0,1.0,1160,7500,0.0,4,7,1160,47.6499,-121.916,0,0,1,0,0,0,0
12445,12886,315000.0,3.0,2.0,1060,5750,0.0,3,7,1060,47.5523,-122.372,0,0,0,0,0,0,0
12446,12887,302200.0,4.0,1.5,1730,10396,0.0,3,7,1730,47.4497,-122.168,0,0,0,0,0,0,0
12447,12888,770000.0,3.0,2.5,2190,2658,0.0,4,9,2190,47.6528,-122.203,0,0,0,1,0,0,0
12448,12889,374950.0,4.0,2.0,1660,8160,0.0,3,8,1660,47.4483,-122.129,0,0,0,0,0,0,0
12449,12890,330000.0,3.0,2.5,2210,7557,0.0,3,9,2210,47.3079,-122.393,0,0,0,1,0,0,0
12450,12891,230000.0,2.0,1.0,870,7020,0.0,4,6,570,47.5404,-122.352,1,0,0,0,0,0,0
12451,12892,967000.0,4.0,2.5,3100,7250,0.0,3,9,3100,47.6961,-122.316,0,0,0,1,0,0,0
12452,12893,536500.0,4.0,2.5,1720,3515,0.0,3,8,1470,47.591,-122.293,0,0,0,1,0,0,0
12454,12895,626000.0,3.0,1.0,1040,4240,0.0,4,7,860,47.6768,-122.367,1,0,0,0,0,0,0
12455,12896,334009.0,4.0,2.0,1650,9305,0.0,4,6,1650,47.7183,-122.213,0,0,0,0,0,0,0
12456,12897,429000.0,2.0,1.0,1010,5000,0.0,2,7,1010,47.6715,-122.365,0,0,0,0,0,0,0
12458,12899,326000.0,5.0,3.0,2166,6342,0.0,3,8,2166,47.3461,-122.152,0,0,0,1,0,0,0
12459,12900,310000.0,5.0,3.0,1880,5000,0.0,3,7,1100,47.5453,-122.363,1,0,0,0,0,0,0
12460,12901,525000.0,4.0,2.0,2260,7680,0.0,4,7,1130,47.7193,-122.361,1,0,0,0,0,0,0
12461,12902,350000.0,3.0,2.5,2010,4400,0.0,3,7,2010,47.4735,-122.189,0,0,1,0,0,0,0
