,price,bedrooms,bathrooms,sqft_living,sqft_lot,waterfront,view,condition,grade,yr_built,zipcode,lat,long,sqft_living15,sqft_lot15,basement,renovated,distance_from_bellevue,floor_1_5,floor_2_0,floor_2_5,floor_3_0,floor_3_5
12738,500000.0,3,3.5,2150,4368,0.0,0.0,3,8,1998,98074,47.6213,-122.065,2390,16630,1,0,6.482168649718118,0,1,0,0,0
12739,575000.0,4,2.0,2440,8100,0.0,0.0,4,9,1960,98177,47.7201,-122.361,2030,8100,1,0,10.276243305977617,0,0,0,0,0
12740,324950.0,2,1.5,1230,1516,0.0,0.0,3,8,2000,98125,47.7265,-122.314,1352,1411,0,0,9.219406638152591,0,0,0,1,0
12741,259000.0,3,2.5,2740,7980,0.0,0.0,4,7,1964,98168,47.473,-122.3,1470,8611,0,0,10.820741162361694,0,1,0,0,0
12742,551000.0,2,2.0,2260,9604,0.0,0.0,3,9,1990,98011,47.7718,-122.208,2260,10747,0,0,10.797514143365595,0,0,0,0,0
12743,488000.0,2,1.5,1000,5125,0.0,0.0,3,7,1942,98103,47.6926,-122.347,1090,5100,0,1,8.525603526670787,0,0,0,0,0
12744,635000.0,4,2.5,2350,46173,0.0,0.0,4,8,1980,98053,47.6657,-122.067,2390,36567,0,0,7.255064269229807,0,1,0,0,0
12745,395000.0,3,2.5,2300,8938,0.0,0.0,3,9,1989,98031,47.4181,-122.211,2570,9694,0,0,13.646495493895626,0,1,0,0,0
12746,675000.0,4,3.0,2780,5000,0.0,0.0,5,7,1919,98116,47.5721,-122.381,1150,5000,1,0,8.780282444975581,1,0,0,0,0
12747,402000.0,3,1.0,1200,6825,0.0,0.0,3,7,1954,98133,47.7491,-122.353,1470,8100,0,1,11.542749227724919,0,0,0,0,0
12749,579000.0,3,3.0,2660,223027,0.0,0.0,3,8,1962,98038,47.4127,-122.071,1560,222591,1,0,15.326858622277056,0,0,0,0,0
12750,455000.0,5,2.0,1510,3000,0.0,0.0,3,6,1983,98122,47.6029,-122.304,1610,3600,0,0,4.743116432090415,0,1,0,0,0
12752,713500.0,5,3.0,2920,9163,0.0,0.0,4,8,1976,98006,47.5668,-122.169,2250,9163,1,0,3.7407521991230634,0,0,0,0,0
12753,240000.0,3,1.0,1550,12670,0.0,0.0,4,7,1962,98056,47.5024,-122.169,1550,8880,0,0,7.98566770350876,0,0,0,0,0
12755,243800.0,3,1.0,1140,27760,0.0,0.0,4,6,1981,98027,47.5372,-121.972,1690,87300,0,0,12.089728671771429,0,0,0,0,0
12756,543000.0,2,1.0,940,3864,0.0,0.0,4,8,1918,98103,47.6631,-122.345,1440,3956,0,0,7.343828137857118,0,0,0,0,0
12758,625000.0,4,2.5,2470,17008,0.0,0.0,4,8,1979,98075,47.5924,-122.048,2470,31798,0,0,7.437763062424065,0,1,0,0,0
12759,459950.0,4,2.5,2800,6567,0.0,0.0,3,9,2006,98038,47.3555,-122.002,3400,5900,0,0,20.291033712490744,0,1,0,0,0
12760,370000.0,4,3.0,2420,39704,0.0,0.0,3,9,1985,98038,47.4053,-122.03,2760,36303,0,0,16.640678649563217,0,0,0,0,0
12761,150000.0,4,2.0,1460,7254,0.0,0.0,3,6,1959,98178,47.5056,-122.254,1460,7236,0,0,7.947566282405941,0,0,0,0,0
12762,683500.0,3,1.5,1820,5756,0.0,0.0,3,7,1946,98119,47.6479,-122.367,1760,6169,1,0,7.91540577771202,1,0,0,0,0
12763,499950.0,3,2.5,1520,2208,0.0,0.0,3,8,2007,98119,47.6419,-122.374,1610,1618,1,0,8.126221416879188,0,1,0,0,0
12764,255000.0,2,1.0,1320,9967,0.0,0.0,3,6,1919,98108,47.5693,-122.296,1970,7587,1,0,5.3498639100039345,0,0,0,0,0
12765,279000.0,3,2.5,1920,7779,0.0,0.0,3,7,1989,98031,47.4024,-122.171,1960,7536,0,0,14.80718689736299,0,1,0,0,0
12767,699000.0,4,2.5,2650,7945,0.0,0.0,3,9,2006,98125,47.7113,-122.296,1200,7920,0,0,7.882057420804438,0,1,0,0,0
12769,248000.0,3,1.0,1420,8800,0.0,0.0,4,6,1981,98030,47.3746,-122.181,1480,8000,1,0,16.68240783419647,0,0,0,0,0
12770,429000.0,3,1.0,1540,37950,0.0,0.0,4,7,1959,98001,47.3259,-122.289,1820,24375,1,0,20.403584499813228,0,0,0,0,0
12771,685000.0,4,1.0,1550,15239,1.0,4.0,3,6,1930,98166,47.4502,-122.378,1790,22047,1,0,14.016702978164162,1,0,0,0,0
12772,316000.0,2,1.0,730,5040,0.0,0.0,3,6,1927,98126,47.5387,-122.374,790,5040,0,0,9.541433399847934,0,0,0,0,0
12773,410000.0,2,1.0,2020,7540,0.0,0.0,3,7,1921,98118,47.5359,-122.28,1270,4652,1,0,6.5468877641602425,0,0,0,0,0
12774,299000.0,3,1.0,1200,15843,0.0,2.0,3,7,1955,98045,47.4991,-121.779,1410,15843,0,0,21.3844451414373,0,0,0,0,0
12775,559000.0,2,1.0,1240,6400,0.0,1.0,4,7,1938,98126,47.5493,-122.377,1240,6400,1,0,9.2747508902578,0,0,0,0,0
12776,575000.0,3,2.5,2680,100188,0.0,0.0,4,8,1978,98027,47.4776,-122.02,2540,60548,1,0,12.822734246612853,0,1,0,0,0
12777,602000.0,3,2.5,1640,3804,0.0,0.0,3,8,1998,98122,47.6103,-122.3,1440,3230,0,0,4.48992413081062,0,1,0,0,0
12778,492000.0,4,2.0,1640,5000,0.0,0.0,3,7,1907,98107,47.6662,-122.365,1240,5000,0,1,8.275232531359029,0,1,0,0,0
12779,293500.0,3,2.5,1610,5024,0.0,0.0,3,7,2004,98038,47.3833,-122.043,1790,3717,0,0,17.718038053667748,0,1,0,0,0
12780,481000.0,3,3.0,2290,14810,0.0,0.0,5,7,1967,98056,47.5343,-122.185,2540,8640,1,0,5.682689043056089,0,0,0,0,0
12781,311100.0,4,2.5,2130,8078,0.0,0.0,4,7,1977,98055,47.4482,-122.209,2300,8112,1,0,11.56521205096282,0,0,0,0,0
12784,500000.0,5,2.5,2030,8400,0.0,0.0,3,7,1968,98052,47.6713,-122.152,1920,8400,1,0,4.547434817426985,0,0,0,0,0
12785,553000.0,3,1.0,1380,6250,0.0,0.0,4,7,1918,98136,47.5514,-122.385,2270,6250,0,0,9.532310710859361,0,0,0,0,0
12786,760000.0,3,2.0,1780,1750,0.0,2.0,3,8,1927,98103,47.6797,-122.357,1780,3750,1,1,8.391549229585907,0,0,0,0,0
12787,589500.0,4,1.5,1440,3200,0.0,1.0,4,7,1960,98136,47.5269,-122.383,1650,6400,1,0,10.35396392053421,0,0,0,0,0
12788,840000.0,5,3.0,2790,20824,0.0,0.0,3,9,1959,98115,47.6948,-122.282,2380,10465,1,0,6.571756643021667,0,0,0,0,0
12791,260000.0,3,2.5,1850,7875,0.0,0.0,3,7,1968,98058,47.434,-122.171,1930,8062,1,0,12.637594511079232,0,0,0,0,0
12792,430000.0,3,2.5,1550,1469,0.0,0.0,3,8,2004,98103,47.6911,-122.341,1520,1465,0,0,8.243371248709593,0,0,0,1,0
12793,781000.0,3,2.5,1920,1896,0.0,3.0,3,8,2000,98103,47.6616,-122.356,1670,2994,0,0,7.762227771147298,0,0,0,1,0
12794,280000.0,2,1.0,790,13170,0.0,0.0,3,6,1947,98106,47.5487,-122.357,970,12700,0,0,8.4990576181428,0,0,0,0,0
12795,392000.0,5,2.5,3740,32481,0.0,0.0,3,8,1958,98198,47.3965,-122.314,2040,11398,1,0,15.983197980660526,1,0,0,0,0
12796,466200.0,3,1.5,1340,8856,0.0,0.0,4,7,1959,98008,47.6094,-122.126,1850,8740,0,0,3.6542058324867965,0,0,0,0,0
12797,641000.0,3,2.0,1620,3975,0.0,0.0,5,7,1926,98117,47.6786,-122.368,1320,3922,1,0,8.792628915416508,0,0,0,0,0
12798,350000.0,3,1.0,1680,8010,0.0,0.0,3,7,1951,98117,47.6993,-122.376,1890,8778,1,0,9.880207080477556,0,0,0,0,0
12799,450000.0,3,2.0,1610,4364,0.0,0.0,3,8,1996,98029,47.5672,-122.004,2010,4364,0,0,9.896652768151252,0,1,0,0,0
12800,185000.0,3,1.5,1200,1848,0.0,0.0,3,8,1966,98055,47.4658,-122.191,1270,1848,0,0,10.364273908608407,0,1,0,0,0
12801,290000.0,2,1.0,1250,12507,0.0,0.0,5,7,1958,98056,47.4972,-122.176,1250,12498,0,0,8.280191548779761,0,0,0,0,0
12804,545000.0,3,2.5,2180,15693,0.0,0.0,4,8,1979,98075,47.592,-122.082,2270,24000,1,0,5.908301553523419,0,0,0,0,0
12805,609950.0,3,2.5,1760,10350,0.0,0.0,4,7,1979,98033,47.6605,-122.188,2210,11337,1,0,3.192963029119739,0,0,0,0,0
12806,605000.0,4,2.0,1820,7626,0.0,0.0,5,7,1941,98103,47.6878,-122.342,1390,5904,1,0,8.13777658918364,0,0,0,0,0
12807,550000.0,4,2.5,2120,9163,0.0,0.0,4,8,1961,98006,47.5551,-122.172,2120,9166,1,0,4.433694767476594,0,0,0,0,0
12808,905000.0,4,3.0,2730,4268,0.0,1.0,3,9,2009,98199,47.6397,-122.395,2340,5000,0,0,9.052792882504606,0,1,0,0,0
12809,384200.0,3,2.5,2430,7613,0.0,0.0,4,8,1986,98058,47.4383,-122.135,2440,8342,0,0,12.66188909588473,0,1,0,0,0
12810,370000.0,3,1.0,1170,1105,0.0,0.0,3,7,1965,98126,47.5448,-122.375,1380,1399,0,0,9.352780041154379,0,0,0,0,0
12811,717500.0,3,1.0,2090,4000,0.0,2.0,3,8,1931,98199,47.6393,-122.392,2090,4000,1,0,8.910429682660018,1,0,0,0,0
12813,365500.0,2,1.0,1140,15624,0.0,0.0,4,6,1909,98177,47.7673,-122.367,2110,15493,0,0,12.940613144334165,0,0,0,0,0
12814,580000.0,2,1.5,1460,5700,0.0,0.0,3,7,1912,98115,47.6838,-122.312,1780,3800,0,0,6.895254744622538,1,0,0,0,0
12816,272000.0,2,1.0,670,6300,0.0,0.0,4,6,1942,98126,47.5145,-122.374,740,6300,0,0,10.565058808000403,0,0,0,0,0
12817,600000.0,3,2.0,1880,6360,0.0,0.0,4,7,1945,98115,47.6878,-122.286,1770,6175,1,0,6.286085467187705,0,0,0,0,0
12818,744000.0,4,3.0,1980,5352,0.0,0.0,3,8,1941,98136,47.532,-122.385,1680,5352,0,1,10.2259648376288,0,0,1,0,0
12819,830000.0,3,3.0,2080,10521,0.0,0.0,3,9,2004,98034,47.6987,-122.228,3730,11840,0,0,5.853396693676422,1,0,0,0,0
12820,322000.0,3,3.5,1380,1225,0.0,0.0,3,7,2000,98133,47.7035,-122.351,1380,1704,0,0,9.15292722225449,0,0,0,1,0
12822,272450.0,3,1.0,1350,7973,0.0,0.0,3,7,1954,98188,47.4323,-122.292,1310,7491,0,0,13.311611356568143,1,0,0,0,0
12823,605000.0,3,3.0,1760,2114,0.0,0.0,3,7,2008,98107,47.6666,-122.37,1300,1500,0,0,8.498138504795886,0,1,0,0,0
12824,510000.0,3,2.0,1950,8325,0.0,0.0,4,7,1962,98011,47.7685,-122.2,1950,8325,0,0,10.569410963265906,0,0,0,0,0
12827,162000.0,4,1.0,1460,16638,0.0,0.0,4,6,1975,98010,47.3431,-122.048,1460,16638,0,0,20.183528067178873,0,0,0,0,0
12828,337500.0,3,2.0,1350,5850,0.0,0.0,4,7,1973,98198,47.4225,-122.328,1710,7757,1,0,14.540871100496975,0,0,0,0,0
12829,312000.0,3,2.5,1470,7857,0.0,0.0,4,7,1973,98055,47.4547,-122.209,1900,7600,1,0,11.116202617508163,0,0,0,0,0
12831,328000.0,4,1.0,1360,8136,0.0,0.0,3,7,1948,98133,47.7366,-122.333,1570,8132,0,0,10.29627301957509,0,0,0,0,0
12832,241000.0,3,1.0,1020,7538,0.0,0.0,3,7,1981,98032,47.3587,-122.288,1650,7201,0,0,18.17565824296521,0,0,0,0,0
12833,265000.0,3,2.5,1840,6750,0.0,0.0,4,7,1980,98031,47.4075,-122.172,1750,7004,1,0,14.451865816643709,0,0,0,0,0
12834,246000.0,5,2.0,2030,10200,0.0,0.0,4,7,1958,98002,47.2867,-122.209,1760,11550,0,0,22.722610653031584,0,0,0,0,0
12835,271000.0,4,2.0,1490,9112,0.0,0.0,3,6,1940,98146,47.4991,-122.345,1650,8411,1,0,10.392802783919434,0,0,0,0,0
12836,270000.0,2,1.0,2060,8398,0.0,0.0,3,7,1962,98168,47.50899999999999,-122.324,1690,13495,1,0,9.248852013999503,0,0,0,0,0
12837,395000.0,4,2.0,2240,7085,0.0,0.0,3,7,1944,98125,47.7309,-122.305,1440,7085,0,1,9.253925795661399,1,0,0,0,0
12838,340000.0,3,2.0,1460,5715,0.0,0.0,3,7,1957,98118,47.54,-122.276,1400,5715,0,0,6.20770022824259,0,0,0,0,0
12839,340000.0,3,2.0,2140,13260,0.0,0.0,3,7,1948,98146,47.5074,-122.353,1640,13260,1,0,10.205396129024608,0,0,0,0,0
12840,335000.0,2,2.5,1420,1246,0.0,0.0,3,8,2007,98106,47.5394,-122.368,1420,1826,0,0,9.282838467622906,0,1,0,0,0
12841,435000.0,2,1.0,1060,3036,0.0,0.0,4,6,1943,98105,47.6578,-122.324,1730,5535,0,0,6.306850546495217,1,0,0,0,0
12842,527950.0,4,2.0,1760,3600,0.0,0.0,5,7,1926,98103,47.6889,-122.33,1500,5580,1,0,7.7537212290851825,0,0,0,0,0
12843,667000.0,3,2.0,1770,3880,0.0,0.0,3,8,1963,98117,47.6846,-122.392,1430,3880,0,0,9.969852491074818,0,0,0,0,0
12845,417000.0,3,2.5,2040,11211,0.0,0.0,3,8,2000,98055,47.4867,-122.223,1830,11964,0,0,8.9470395806165,0,1,0,0,0
12846,451000.0,4,2.0,1260,7250,0.0,0.0,3,6,1943,98027,47.5267,-122.032,1880,7250,0,0,10.095206472194688,0,0,0,0,0
12847,580000.0,2,1.0,1650,9780,0.0,0.0,3,7,1943,98199,47.6549,-122.394,1650,5458,1,0,9.258053762429904,0,0,0,0,0
12848,570000.0,4,2.5,2380,36446,0.0,0.0,4,8,1977,98077,47.7644,-122.072,2790,40005,0,0,11.975684918376471,0,1,0,0,0
12849,750000.0,5,3.5,2750,7500,0.0,1.0,3,7,1937,98033,47.6636,-122.203,2750,7500,1,0,3.320215072314566,0,1,0,0,0
12850,275000.0,3,2.0,1340,9764,0.0,0.0,3,7,1944,98052,47.6786,-122.161,1310,9764,0,0,4.792603566499974,0,0,0,0,0
12851,739888.0,3,2.5,2420,43177,0.0,4.0,4,8,1989,98075,47.569,-122.058,3740,8717,1,0,7.5217242072958,0,1,0,0,0
12852,715000.0,2,2.5,2160,5581,0.0,0.0,3,8,2002,98053,47.7017,-122.023,2315,5652,0,0,10.311178569089224,0,0,0,0,0
12853,800000.0,4,2.0,2450,4400,0.0,0.0,3,7,1913,98102,47.6414,-122.327,1890,1386,1,1,6.003015122659015,0,0,0,0,0
12854,350000.0,3,1.5,1870,9000,0.0,0.0,3,7,1923,98108,47.5224,-122.318,1850,6000,1,0,8.34896123395273,0,0,0,0,0
12856,452500.0,3,2.5,2240,7791,0.0,0.0,3,7,2002,98065,47.5361,-121.88,2480,5018,0,0,16.06531180152963,0,1,0,0,0
12857,280000.0,4,2.5,2200,5893,0.0,0.0,3,7,2008,98042,47.3333,-122.055,2200,5757,0,0,20.704633435162854,0,1,0,0,0
12859,305000.0,2,1.0,890,7200,0.0,0.0,3,7,1949,98115,47.6998,-122.278,1290,7200,1,0,6.765439691813495,0,0,0,0,0
12860,435010.0,3,1.0,1270,4000,0.0,0.0,3,7,1954,98106,47.5293,-122.354,1220,4600,1,0,9.18998202360162,0,0,0,0,0
12861,678100.0,3,2.0,1850,2860,0.0,0.0,5,8,1931,98116,47.5853,-122.39,1660,3120,1,0,8.917755038720387,1,0,0,0,0
12862,325000.0,3,2.5,1352,1694,0.0,0.0,3,8,2007,98125,47.7265,-122.315,1439,1387,0,0,9.245334382011123,0,0,0,1,0
12863,529950.0,3,2.0,1540,8400,0.0,0.0,3,7,1968,98052,47.6554,-122.129,1550,8760,1,0,4.443896014924912,0,0,0,0,0
12864,440000.0,3,2.0,1640,8529,0.0,0.0,5,7,1951,98155,47.7751,-122.32,1730,7769,0,0,12.274641232377403,0,0,0,0,0
12865,585000.0,3,1.0,1350,4800,0.0,0.0,3,7,1928,98116,47.5749,-122.412,1360,4800,0,0,10.093924622704662,1,0,0,0,0
12866,462608.0,3,2.5,2010,2778,0.0,0.0,3,8,2014,98029,47.5528,-121.999,1540,1689,1,0,10.488159320620468,0,1,0,0,0
12867,350500.0,3,2.0,2080,5200,0.0,0.0,3,7,1974,98166,47.4738,-122.35,1410,6550,1,0,11.93061937238956,0,0,0,0,0
12868,210000.0,3,1.0,1040,8125,0.0,0.0,3,7,1956,98003,47.3171,-122.316,1200,9375,0,0,21.2750788549851,0,0,0,0,0
12869,510000.0,3,2.5,1890,5929,0.0,0.0,3,8,1993,98029,47.5697,-121.994,2060,5775,0,0,10.281725661606036,0,1,0,0,0
12870,280000.0,3,2.5,1810,7630,0.0,0.0,4,7,1959,98056,47.497,-122.18,1830,7594,0,0,8.266614519560274,0,0,0,0,0
12871,385000.0,3,2.0,1930,14389,0.0,0.0,3,7,1963,98155,47.7733,-122.317,1730,14378,1,1,12.101834405294747,0,0,0,0,0
12872,349000.0,3,1.0,1010,8184,0.0,0.0,4,6,1947,98155,47.7416,-122.319,1010,8184,0,0,10.223040149155842,0,0,0,0,0
12873,252000.0,3,2.5,1740,10836,0.0,0.0,3,7,1981,98031,47.3976,-122.166,2090,7500,1,0,15.162556180517148,0,0,0,0,0
12875,375000.0,3,2.5,1330,8004,0.0,0.0,3,7,1985,98034,47.7098,-122.217,1300,7971,0,0,6.540438077878215,0,1,0,0,0
12876,336000.0,4,2.5,2210,11700,0.0,0.0,4,8,1967,98032,47.3648,-122.284,2040,9000,0,0,17.723988450261274,0,1,0,0,0
12878,200000.0,2,1.0,1000,6227,0.0,0.0,3,6,1949,98168,47.51300000000001,-122.333,1240,6250,0,0,9.296240972277301,0,0,0,0,0
12879,681716.0,4,2.5,3150,7277,0.0,0.0,3,9,2006,98056,47.5159,-122.202,3030,8643,0,0,6.885741081345431,0,1,0,0,0
12880,235000.0,3,2.0,1520,12246,0.0,0.0,4,6,1971,98010,47.3434,-122.049,1460,12246,0,0,20.14737518285286,0,0,0,0,0
12881,257500.0,3,1.0,1690,13825,0.0,0.0,3,7,1955,98148,47.4256,-122.322,1190,9450,1,0,14.233886512115635,0,0,0,0,0
12882,315000.0,3,1.0,1070,9497,0.0,0.0,3,7,1955,98028,47.7425,-122.23,1710,9561,0,0,8.854916351292898,0,0,0,0,0
12883,299950.0,3,1.0,910,8000,0.0,0.0,4,6,1950,98177,47.7746,-122.378,2090,9007,1,0,13.649308507625996,0,0,0,0,0
12884,530000.0,4,2.5,2130,8640,0.0,0.0,3,7,1969,98034,47.7087,-122.198,2120,8826,1,0,6.4419451456656995,0,0,0,0,0
12885,766500.0,2,2.0,2230,6930,0.0,0.0,4,8,1947,98105,47.6705,-122.277,1970,6930,1,0,5.097872854166388,0,0,0,0,0
12887,690000.0,3,2.5,2590,4961,0.0,0.0,3,9,1944,98126,47.5271,-122.381,1230,4961,0,1,10.270703330963311,0,1,0,0,0
12888,551000.0,4,2.0,2040,6348,0.0,0.0,3,7,1962,98103,47.6964,-122.336,1770,5047,1,0,8.306097551965863,0,0,0,0,0
12889,530000.0,3,3.0,2100,20150,0.0,0.0,4,7,1955,98034,47.7206,-122.248,2100,15500,0,0,7.542480867391128,0,0,0,0,0
12890,568000.0,3,1.0,1340,7260,0.0,0.0,3,7,1953,98125,47.7016,-122.295,1830,6822,0,0,7.301710927034957,1,0,0,0,0
12891,749950.0,3,2.5,2770,10773,0.0,2.0,3,9,1992,98008,47.5754,-122.12,2530,10423,0,0,4.7942647352462355,0,1,0,0,0
12892,535000.0,3,2.5,2400,12546,0.0,0.0,3,9,1983,98074,47.6317,-122.041,2940,12150,0,0,7.668608523482252,0,0,0,0,0
12893,234300.0,3,1.0,1140,9779,0.0,0.0,3,7,1963,98055,47.424,-122.201,1520,9814,0,0,13.235545834783766,0,0,0,0,0
12894,190000.0,2,1.0,930,11450,0.0,0.0,3,6,1946,98178,47.4862,-122.264,1150,11450,0,0,9.36610445918575,0,0,0,0,0
12895,525000.0,4,2.0,1820,6600,0.0,0.0,5,7,1960,98007,47.606,-122.135,1430,8800,0,0,3.277421500411649,0,0,0,0,0
12896,610000.0,4,1.0,1390,3708,0.0,0.0,4,7,1926,98117,47.685,-122.363,1430,3708,0,0,8.823315862703629,1,0,0,0,0
12897,520000.0,3,2.5,1480,1165,0.0,0.0,3,8,2006,98144,47.6199,-122.3,1480,1231,0,0,4.48491868657409,0,0,0,1,0
12898,375000.0,2,1.0,760,6000,0.0,0.0,3,6,1942,98199,47.646,-122.384,1360,6000,0,0,8.644881430956431,0,0,0,0,0
12899,600000.0,3,2.0,1580,7416,0.0,0.0,3,7,1967,98005,47.6056,-122.173,1730,7416,1,0,1.5959315938950138,0,0,0,0,0
12900,664000.0,4,2.5,1870,16200,0.0,0.0,5,8,1974,98033,47.6651,-122.174,2000,11250,1,0,3.6960851244441484,0,0,0,0,0
12901,698000.0,2,1.0,1510,4080,0.0,0.0,3,7,1923,98103,47.6742,-122.329,1660,4080,1,0,7.093826981140091,0,0,0,0,0
12902,418000.0,3,2.0,1250,1306,0.0,0.0,3,7,2001,98107,47.6705,-122.39,1320,1250,0,0,9.457818774935264,0,0,0,1,0
12903,271675.0,3,2.0,2140,13068,0.0,0.0,4,7,1974,98092,47.3099,-122.197,2090,17424,1,0,21.120877386829363,0,0,0,0,0
12904,450000.0,3,1.0,1540,9028,0.0,0.0,4,6,1968,98033,47.6698,-122.177,1450,9028,0,0,3.952257130833478,0,0,0,0,0
12905,759000.0,3,2.5,2950,78843,0.0,0.0,3,9,2006,98075,47.5917,-122.068,3880,78843,0,0,6.542966131672726,1,0,0,0,0
12907,810000.0,4,3.0,2820,5000,0.0,0.0,3,8,1927,98199,47.6376,-122.394,1740,5000,1,0,8.981456823135929,1,0,0,0,0
12908,331292.0,3,2.0,1660,10000,0.0,0.0,3,7,1972,98019,47.74100000000001,-121.978,1770,10000,0,0,13.623007350006564,0,0,0,0,0
12909,348000.0,3,2.0,1830,2417,0.0,0.0,3,7,1919,98144,47.5723,-122.309,1320,3200,1,0,5.736108924241883,0,0,0,0,0
12910,435000.0,2,1.0,720,5600,0.0,0.0,4,7,1920,98116,47.5641,-122.391,1330,5600,0,0,9.414652577687484,0,0,0,0,0
12911,530000.0,3,2.5,2160,9063,0.0,0.0,3,8,1992,98133,47.7296,-122.333,2160,9063,0,0,9.90765736809764,0,1,0,0,0
12913,285000.0,3,1.5,1870,42070,0.0,0.0,3,7,1953,98168,47.50899999999999,-122.313,1870,19965,0,0,8.947724988835414,0,0,0,0,0
12914,740000.0,4,2.5,2860,26136,0.0,0.0,3,8,1977,98005,47.6033,-122.158,2670,25040,1,0,2.300389828812687,0,0,0,0,0
12915,246000.0,3,1.0,990,9145,0.0,0.0,4,6,1939,98146,47.5022,-122.36,1640,8320,0,0,10.690998622186978,1,0,0,0,0
12916,260000.0,3,1.0,1910,8710,0.0,0.0,3,7,1954,98168,47.5038,-122.3,1460,8944,1,0,8.926666191093126,0,0,0,0,0
12917,366000.0,3,2.0,1350,10200,0.0,0.0,3,7,1977,98074,47.6159,-122.05,1820,9600,0,0,7.168994867790219,0,0,0,0,0
12918,594950.0,4,3.5,2557,9480,0.0,2.0,3,7,1948,98118,47.5449,-122.262,2220,8340,0,1,5.581773127948362,0,1,0,0,0
12919,608000.0,3,3.0,2610,5000,0.0,0.0,4,7,1946,98107,47.6729,-122.373,1500,5000,1,0,8.811932519713846,0,1,0,0,0
12920,313100.0,3,2.0,1720,11875,0.0,0.0,5,6,1905,98056,47.5068,-122.191,1860,7500,0,0,7.538017268117887,0,0,0,0,0
12922,455000.0,2,1.0,1140,11480,0.0,0.0,3,6,1907,98118,47.5328,-122.274,1550,8150,0,0,6.584864143883277,0,0,0,0,0
12923,235000.0,3,2.5,2350,9051,0.0,0.0,4,8,1966,98023,47.3126,-122.364,2270,8748,1,0,22.227329967926746,0,0,0,0,0
12924,230000.0,3,1.0,1020,12289,0.0,0.0,4,7,1967,98058,47.4235,-122.155,1300,9894,0,0,13.464298946470993,0,0,0,0,0
12925,770000.0,4,2.5,2730,5000,0.0,0.0,5,7,1955,98116,47.5843,-122.393,2010,5000,1,0,9.069970992228544,0,0,0,0,0
12926,240000.0,4,2.5,1830,7614,0.0,0.0,3,7,1991,98030,47.3682,-122.179,1860,6930,0,0,17.129810977127292,0,1,0,0,0
12927,461000.0,3,2.5,1690,3026,0.0,0.0,3,7,2002,98053,47.6885,-122.043,1650,3161,0,0,9.027848706820166,0,1,0,0,0
12930,452000.0,3,2.5,1690,4000,0.0,0.0,3,7,2004,98053,47.6788,-122.034,1690,4000,0,0,9.036424230914962,0,1,0,0,0
12931,765000.0,4,2.5,2660,5043,0.0,2.0,3,9,2003,98029,47.5445,-121.996,3010,5500,0,0,10.863145991839653,0,1,0,0,0
12933,546000.0,3,3.0,1530,9999,0.0,0.0,4,7,1983,98033,47.6869,-122.186,1530,8556,1,0,4.999875717198499,0,0,0,0,0
12934,781000.0,3,2.5,2070,4463,0.0,0.0,5,8,1931,98115,47.6853,-122.305,2070,5000,1,0,6.734990401192888,1,0,0,0,0
12935,538000.0,4,2.0,1880,7953,0.0,0.0,4,7,1965,98008,47.5838,-122.123,1750,8591,0,0,4.361863197935422,0,0,0,0,0
12936,790000.0,4,2.5,2240,8664,0.0,0.0,5,8,1975,98033,47.6621,-122.189,2210,8860,1,0,3.2904487123519215,0,0,0,0,0
12937,696500.0,4,3.0,2540,4400,0.0,0.0,5,7,1925,98103,47.6832,-122.343,1560,3920,1,0,7.984693142857215,1,0,0,0,0
12939,269000.0,2,1.0,770,8612,0.0,0.0,3,6,1953,98155,47.7547,-122.323,1290,8407,0,0,11.095715851228755,0,0,0,0,0
12941,829000.0,4,3.0,2970,59677,0.0,2.0,4,8,1973,98075,47.5953,-122.08,2930,42489,1,0,5.9399494248865095,0,0,0,0,0
12942,122000.0,2,1.0,740,6840,0.0,0.0,3,6,1942,98126,47.5168,-122.373,740,6840,0,0,10.425294996161192,0,0,0,0,0
12943,352500.0,3,1.5,1360,7680,0.0,0.0,3,7,1955,98133,47.7441,-122.337,1630,7679,0,0,10.826542940707139,0,0,0,0,0
12944,249000.0,4,2.0,1280,7560,0.0,0.0,5,6,1959,98058,47.45,-122.175,1250,7690,0,0,11.517701201274567,0,0,0,0,0
12945,360000.0,4,2.0,1920,7803,0.0,0.0,3,7,1962,98155,47.758,-122.325,1940,8147,1,0,11.339681883922275,0,0,0,0,0
12949,275000.0,3,1.5,1320,7695,0.0,0.0,4,7,1959,98056,47.4908,-122.181,1370,8295,0,0,8.685415782391697,0,0,0,0,0
12950,697000.0,4,2.5,3160,6961,0.0,0.0,3,8,2005,98074,47.6125,-122.01,3110,5058,0,0,9.034738675202815,0,1,0,0,0
12951,379500.0,2,1.0,1640,17335,0.0,0.0,3,7,1978,98053,47.6397,-121.953,2440,17850,1,0,11.802692497568335,0,0,0,0,0
12953,675000.0,4,2.5,3000,5548,0.0,0.0,3,9,2006,98059,47.5399,-122.188,2870,5000,0,0,5.2793243806279415,0,1,0,0,0
12955,1100000.0,3,2.0,2390,6888,0.0,1.0,5,8,1939,98115,47.6839,-122.274,2390,7920,0,0,5.739547689231393,0,1,0,0,0
12956,520000.0,4,1.0,2080,3500,0.0,0.0,5,7,1926,98136,47.5445,-122.383,1380,5900,1,0,9.683133513300232,1,0,0,0,0
